Tweet_count,Username,Text,Created At,Retweets,Likes
708,P K M,"Someone should just block and cover Junet Mohamed mouth. After being caught offguard by Deputy President Rigathi Gachagua,  he is now showing how frustrated after being painted stupid 2gether with other Mpigs.
Theatre of the Absurd SMEs Paul Biya Cayman Island Malaya",Tue Oct 08 16:07:56 +0000 2024,4,20
709,Omwamba 🇰🇪,"BREAKING NEWS
The impeachment motion against Deputy President Rigathi Gachagua accuses him of gross constitutional violations and amassing a lot of wealth and property through corrupt means in a Span of Two Years. https://t.co/gRA5QjRKB8",Tue Oct 01 08:55:23 +0000 2024,50,181
710,Mwango Capital,"Ground 7 of the total 10 laid out in the DP's Impeachment Motion reads:

""For the past 2 years, His Excellency Rigathi Gachagua has inexplicably amassed a humongous property portfolio estimated at KES 5.2B, primarily from suspected proceeds of corruption &amp; money laundering. https://t.co/PmCbp3jCAW",Tue Oct 01 08:20:56 +0000 2024,70,106
711,Omwamba 🇰🇪,"Children of other people I know, hide their money in Dubai and Cayman Islands because they don’t want to invest here - Deputy President Rigathi Gachagua https://t.co/q484BzDwuV",Mon Oct 07 17:34:28 +0000 2024,61,453
712,Alinur Mohamed,I support  Busia governor Paul Otuoma 100%. Rigathi Gachagua should know he's a public servant! Not a murima alone leader! His apology to President William Ruto is fake. #KufaMakangaKufaUKabila https://t.co/HTbyY30r4J,Sun Oct 06 15:44:44 +0000 2024,167,959
713,𝐃𝐲𝐧𝐚𝐬𝐭𝐲_045🇰🇪🇱🇷,"Deputy President Rigathi Gachagua finds himself in hot water again as NIS takes legal action over his controversial remarks in Mombasa. Double trouble ahead.
#RiggyGImpeached 
#SignedAndSubmitted https://t.co/RV4iNyMSg5",Thu Oct 03 13:04:53 +0000 2024,61,248
714,Omwamba 🇰🇪,I have no intention whatsoever to Resign from this job. I'll fight to the End - DP Rigathi Gachagua https://t.co/p2yfIbQObb,Mon Oct 07 18:09:48 +0000 2024,83,611
715,K24 TV,"Gachagua ouster

""I voted for William Ruto without fearing anyone. I did not vote for Rigathi Gachagua. I wanted Ruto.""
#K24Siasa https://t.co/KR0vaPk1xH",Fri Oct 04 06:19:09 +0000 2024,123,1100
716,Lymooh Evans 🇰🇪.,"Rigathi Gachagua is playing with emotions of people,just like ruto did in 2022 to be elected.
1. His dead brother 
2. His orphan card
3. Half Gikuyu half meru
4. The tone of a humble man.

Siasa wewe😂",Mon Oct 07 16:49:35 +0000 2024,43,249
717,Author Sakwah Ongoma,"My takeaway from this interview is; Rigathi Gachagua is warning Ruto that after this interview, if Ruto decides to go low, Gachugua will go lower.",Mon Oct 07 17:25:00 +0000 2024,1818,8296
718,The Government Critic 🇰🇪,"Gladys Shollei says that Rigathi Gachagua should be charged with treason for not stopping the people who were chanting ""Ruto Must Go"" in Githurai https://t.co/WMkdLflWYL",Tue Oct 08 09:32:32 +0000 2024,91,338
719,The People's Watchman,"Adani Group is here at JKIA Airport.

MPs are preoccupied with Deputy President Rigathi Gachagua's IMPEACHMENT instead of blocking ADANI takeover. https://t.co/iWwgLIvi4s",Sat Oct 05 12:03:14 +0000 2024,269,383
720,Oliver Mathenge,Two attempts to stop the impeachment of Deputy President Rigathi Gachagua flop; courts set mention dates instead. https://t.co/yUHoYTpOlF,Mon Sep 30 11:41:04 +0000 2024,34,184
721,Sholla Ard 🇰🇪,Are kenyans aware that Residents chased away An mp who signed the impeachment against Dp Rigathi Gachagua? 🚨 The ground is hot . Caroline cheptoo kasmuel MCoure https://t.co/qEstbL3Ggq,Fri Oct 04 15:00:38 +0000 2024,235,548
722,Omwamba 🇰🇪,DP Rigathi Gachagua says Senate Speaker Amason Kingi negotiated for himself in the Kenya Kwanza Agreement 😂 https://t.co/vpzBXQeXyg,Mon Oct 07 18:23:55 +0000 2024,899,6048
723,Omwamba 🇰🇪,Who can Guess DP Rigathi Gachagua's Net Worth??? https://t.co/Thv3MDYaEc,Mon Oct 07 17:05:49 +0000 2024,62,581
724,PAPA FATHELA ESQ,"Rigathi Gachagua just said that he made my money during President Kibaki's era when the economy was working. 

The fact that he's aware things are not working is proof that, together with  William Ruto, they should go. https://t.co/vTMsAXuvrd",Mon Oct 07 17:13:49 +0000 2024,14,47
725,The Standard Digital,"Nyeri Residents react on planned impeachment motion against DP Rigathi Gachagua set for debate in the National Assembly

Video By Amos Kiarie https://t.co/lDVqV3N5Fa",Tue Oct 01 11:01:23 +0000 2024,181,660
726,Jasuba,"Whatever is happening to Rigathi Gachagua is a lesson to all of us, that when we are still on this earth, don't always do good and sacrifice yourself for a ""friend""  expecting good in return.",Tue Oct 08 17:54:09 +0000 2024,75,187
727,Sam Terriz,"Rigathi Gachagua bought the hotel of his brother and as per the will earned 5% for buying it. This Peterson Njomo is his official proxy

#ByeByeGachagua https://t.co/LAODZGXnfd",Tue Oct 08 07:50:57 +0000 2024,87,131
728,Goddie,"NEWS UPDATE 

The Deputy President Rigathi Gachagua, I'm half Kikuyu and Half Meru https://t.co/QoNrX80j91",Mon Oct 07 17:35:17 +0000 2024,164,1965
729,ChimpReports,"The National Assembly of Kenya has voted to impeach Deputy President Rigathi Gachagua, with 281 Members of Parliament supporting the motion and 44 opposing it. The Senate will now investigate the charges and determine Gachagua's fate
#ChimpReportsNews #GachaguaImpeachment https://t.co/V3zkS2FzW2",Wed Oct 09 00:23:45 +0000 2024,5,6
730,GUZU🇰🇪,Rigathi Gachagua next week in Mathira😂 https://t.co/JaTQ33h19t,Tue Oct 08 18:37:01 +0000 2024,0,0
731,NTV Kenya,"Rigathi’s Day Before The House

@RoselyneObala: On the issue of shareholding, he (DP Gachagua) might have been making the comments in jest but there are some things that you can’t joke with. The shareholding that he’s been talking about, was it about the agreement that they had https://t.co/Xc4uo5MFp1",Tue Oct 08 03:35:20 +0000 2024,17,109
732,Omwamba 🇰🇪,Morara Kebaso explains how everything went down on Friday during the public participation for DP Rigathi Gachagua's Impeachment at The Bomas of Kenya https://t.co/YbM2puJUfA,Mon Oct 07 06:28:20 +0000 2024,324,1070
733,"Hon. Mishi Mboko, CBS","Today I attended Mombasa County's Public participation concerning the Impeachment of Deputy President H.E. Rigathi Gachagua, held at Tononoka Hall, Mvita Constituency. 

Mombasa people have spoken, #RigathiGachagua MUST GO! ,

#mtumishinimishi https://t.co/eHWAq0A0mm",Fri Oct 04 13:15:50 +0000 2024,69,586
734,Boniface Mwangi - Commentary,"DP Rigathi Gachagua is a truthful man. If President William Ruto is fighting Riggy G because he has refused supporting his dirty dealings, those are personal issues. Kenya is for all of us. If one has to go, they should all go.
#EndOfAnError https://t.co/NvUSD0GFuA",Mon Oct 07 17:16:15 +0000 2024,192,614
735,Bianca™,Former Murang'a County Governor Mwangi wa Iria has advice for his brother Rigathi Gachagua. https://t.co/8RqtJD5aZZ,Fri Oct 04 15:16:09 +0000 2024,219,1199
736,Makanya,"Former United Democratic Alliance, UDA. SG Cleophas Malala shares an encouraging message to DP Rigathi Gachagua https://t.co/iMU5cJ5Dme",Tue Oct 08 22:37:07 +0000 2024,2,4
737,Goddie,Nyandarua dances to Kikuyu Liberation Songs during Public Participation on the Deputy President Dp Rigathi Gachagua's Impeachment https://t.co/f8MQavNqYM,Fri Oct 04 12:09:31 +0000 2024,951,3399
738,TL Elder,"The damage that Rigathi Gachagua is doing to the little non-existent credibility that remains in the person of Ruto is crazy. Playing clips of Ruto saying this and doing that? ON THE FLOOR OF THE NATIONAL ASSEMBLY??? 

MADNESS.",Tue Oct 08 15:09:09 +0000 2024,1710,5158
739,Baby Mom Plug,"""Mr. Speaker you seat here today because you negotiated and fought for your stomach!"" Rigathi Gachagua. What does Aoko has in store for us? https://t.co/XSuEsmHZkw",Wed Oct 09 02:16:06 +0000 2024,1,0
740,Kaslim,"Geoffrey Rigathi Gachagua was once discussed  in parliament in 1995 for being  brutal.

The parliamentarians  wanted him to be dismissed. Geoffrey Rigathi Gachagua only understands the language of Sacking. https://t.co/UXn6sGdXOv",Tue Oct 08 13:08:17 +0000 2024,6,26
741,Sen. Karungo wa Thang'wa,"I will STAND with Deputy President Rigathi Gachagua till the end.
@rigathi #TheTruthfulMan https://t.co/gbvdLJFURb",Tue Oct 01 14:15:31 +0000 2024,943,8317
742,Kapedo,"The impeachment of Rigathi Gachagua is politically driven, aiming to serve interests of a few individuals rather than the wellbeing of Kenya.This move appears more about advancing personal agendas than promoting the nation's good.

Ruto is neither Clean!!

#KufaDerevaKufaMakanga",Tue Oct 08 10:33:58 +0000 2024,2,20
743,Omwamba 🇰🇪,"I was an astute businessman. Luckily for me, it was during the Kibaki era when things were working, the economy was strong and there was room to make money - DP Rigathi Gachagua. https://t.co/5hB5XbIxIB",Mon Oct 07 17:27:46 +0000 2024,22,185
744,The People's Watchman,"DP Rigathi Gachagua has lost it.

He should not be begging instead to fight President William Ruto.

He should start by exposing the ADANI Group JKIA Airport deal.

Power is not given power is taken. https://t.co/XvwL9sjXuM",Sun Oct 06 09:38:55 +0000 2024,44,191
745,The Government Critic 🇰🇪,All ODM MPs except Babu Owino signed the impeachment motion against the Deputy President Rigathi Gachagua https://t.co/hd9qs3o6TM,Tue Oct 01 18:10:48 +0000 2024,113,831
746,Omwamba 🇰🇪,"Kufa Makanga, Kufa Driver. 
That is the message across the whole Country Today. Both Rigathi Gachagua and William Ruto ought to be impeached Together! https://t.co/7TWGRPufiH",Fri Oct 04 10:13:40 +0000 2024,1631,4452
747,Qin Austine,"Mr. Speaker you seat hear today because you negotiated and fought for your stomach!"" ~Rigathi Gachagua https://t.co/4zuUOPHdD5",Wed Oct 09 00:52:14 +0000 2024,1,0
748,Sholla Ard 🇰🇪,"If you've watched the impeachment of Dp Rigathi Gachagua, osoro etc it's now clear this 👇🏻 ODM+ UDA = UDM https://t.co/CUJuXcLinB",Tue Oct 08 10:16:47 +0000 2024,55,83
749,Citizen TV Kenya,Gathoni Wamuchomba: I rise to defend DP Rigathi Gachagua against a process that I feel it is mob justice against the DP because he has not been given the right of reply before we went for public participation #GachaguaImpeachment https://t.co/7mip5lKHnd,Tue Oct 08 13:13:22 +0000 2024,74,313
750,Omwamba 🇰🇪,"Honestly Speaking,
It's very hard to defend Deputy President Rigathi Gachagua 😂 https://t.co/S73zFbEQK0",Mon Sep 30 18:00:50 +0000 2024,624,3886
751,The Government Critic 🇰🇪,Rigathi Gachagua is trashing those allegations like nonsense. Those MPs will have nothing to say after this. Riggy G is a smart guy https://t.co/U7Zh3cRYT1,Tue Oct 08 14:35:08 +0000 2024,38,186
752,John Ngeru,"Tumekua distracted easily na story ya impeachment ya Rigathi Gachagua tukasahau na SHIF. #RejectSHIF 

https://t.co/VWNPV0NFMi",Tue Oct 08 08:00:52 +0000 2024,16,22
753,Citizen TV Kenya,"Sheikh Abdulahi Bashir: It is also unfortunate that the same Rigathi Gachagua was at one time a District Officer in 1997. He as sacked for stealing relief food. We can continue to entrust him with the office of the deputy President 

#GachaguaImpeachment https://t.co/8PkO0FzDup",Tue Oct 08 13:41:58 +0000 2024,13,103
754,Dr. Knight,"Somebody should have told @rigathi Gachagua about the 48 laws of power, maybe he would have been in an informed position to deal with Ruto for the sake of our country. Still there is time",Tue Oct 08 12:33:49 +0000 2024,0,11
755,"Cyprian, Is Nyakundi",A decision has been made that Gachagua is no longer useful to this administration. My role was to help fight Uhuru Kenyatta and bring Ruto to power - Rigathi Gachagua https://t.co/kC0CddoJi2,Mon Oct 07 17:21:18 +0000 2024,875,4387
756,DP 🇰🇪,"291 MPs don't understand who Rigathi Gachagua is.

He is trained in military tactics.

Only Ndindi Nyoro is safe. https://t.co/8t6LSQ8avx",Tue Oct 01 16:41:15 +0000 2024,412,3238
757,Sholla Ard 🇰🇪,"Are Kenyans aware that Kalenjins are roasting William ruto and kipchumba murkomen as part of public participation instead of Dp Rigathi Gachagua? 

Kenyans aren't taking the diversion 

#ImpeachRutoAndGachagua aoko https://t.co/0adAJy7ZvP",Sat Oct 05 19:05:24 +0000 2024,836,1848
758,Omwamba 🇰🇪,Olive garden hotel belongs to the Estate of the late Nderitu Gachagua - DP Rigathi Gachagua https://t.co/4LhuTYAAht,Mon Oct 07 16:36:53 +0000 2024,118,1254
759,Benedict Kilonzo 🇰🇪,"@DrAlfredMutua Rigathi Gachagua is a kistupid guy who doesn’t know what to say in public gatherings. 
A crass villager. 
An avowed tribalist who’s World view is only the Mountain.
Such awkward characters should not hold high political positions.
National unity/cohesion are alien ideas to him. https://t.co/010JxqOfc1",Sat Oct 05 10:29:59 +0000 2024,0,0
760,Citizen TV Kenya,"DP Rigathi Gachagua: The allegations that I own the Olive Garden Hotel are false. Olive Garden Hotel used to belong to my deceased brother the late Hon Nderitu Gachagua and therefore has never been my property. Just as in Olive Garden, Vipingo Beach Resort belongs to the estate https://t.co/GzbGmfwGnm",Tue Oct 08 14:34:23 +0000 2024,15,97
761,"Abuga Makori EGH, MBE","William Kamket has said what I keep saying. Mt Kenya oligarchs will always want a Kikuyu in charge. Kenyatta, Kibaki, and Uhuru Kenyatta were never disturbed. Moi and William Ruto faced tribulations. The 82 coup and 2024 coup attempt. Rigathi Gachagua should just go home. No https://t.co/useQvJXjrr",Mon Oct 07 06:36:52 +0000 2024,54,217
762,Duncan Murithi 🇰🇪,Rigathi Gachagua alikuwa anajoke akisema usiguse Murima ⛰️ Ruto amechukua serious. Nasikia ule mjamaa ako na sauti ya wanawake anaweza kua DP.,Tue Oct 08 22:36:03 +0000 2024,6,14
763,Machar!a,"DP Rigathi Gachagua clarification on criticizing the NIS.

#IStandWithRigathi
#JusticeForRiggyG
#LeaveRigathiAlone
#RigathiNiWetu https://t.co/n9FV5IyXI5",Tue Oct 08 13:02:33 +0000 2024,2,2
764,Citizen TV Kenya,"“No Rigathi, No Ruto,” Nyeri residents chant ahead of public participation on Gachagua impeachment https://t.co/DK1mluOAzT",Fri Oct 04 06:35:37 +0000 2024,640,2755
765,Princess mercy,"we are just a call away talk to us 

Rigathi Gachagua 
Kimani Ichungwa
Uhuru
BREAKING NEWS 
#KufaDerevaKufaMakanga https://t.co/RdcUDmpKa4",Wed Oct 09 04:41:10 +0000 2024,0,1
766,NTV Kenya,University of Nairobi students took to the streets in support the motion to impeach DP Rigathi Gachagua. https://t.co/onFm7aFCSv,Wed Oct 02 15:49:14 +0000 2024,268,1587
767,Omwamba 🇰🇪,"HAPPENING NOW
Public participation on DP Rigathi Gachagua's impeachment in Nakuru halted after chaos Erupts! https://t.co/agDYZ8bM4d",Fri Oct 04 09:03:29 +0000 2024,137,569
768,KTN News,DP Rigathi Gachagua: Shida ilianza tulipotoka Kisumu na sielewi kwa sababu hakuna mtu amenieleza. Nilisema nilondolewa kwa ile group ya diary ya rais kwa hivyo sina access ya kujua pahali alipo na anaenda wapi. Sijapatiwa sababu ya kuondolewa na sijauliza kwa sababu hiyo group https://t.co/52Qj0ExcEh,Mon Sep 30 17:28:59 +0000 2024,38,232
769,Citizen TV Kenya,"DP Rigathi Gachagua: I take this opportunity to ask for forgiveness from my late brother James Nderitu Gachagua that today as your younger brother defends himself he’ll defile your privacy by distributing your will that you wrote in privacy. How unfair, how cruel can you be to a https://t.co/eG5VkZfeKu",Mon Oct 07 16:58:26 +0000 2024,94,580
770,Hon. Katiwa 𝕏,The Deputy President Rigathi Gachagua will resign in the next 20 minutes. William Ruto should resign as well! https://t.co/j3Krtwvwxo,Mon Oct 07 16:14:45 +0000 2024,25,145
771,Author Sakwah Ongoma,"""If the snake does not show its fangs and venom, children will use it to tie firewood"" - Rigathi Gachagua. https://t.co/cruvzAgUGC",Mon Oct 07 18:56:37 +0000 2024,36,315
772,Citizen TV Kenya,"DP Rigathi Gachagua: Again my late brother left me another 4% to hold in trust of the children of another brother of ours who is deceased, whose children are in South Africa and another 16 million shillings was put in my account. My late brother gave 2% to my wife Pastor Dorcas https://t.co/xEhZpLalsm",Mon Oct 07 17:07:31 +0000 2024,56,205
773,James Smart,"DP Rigathi Gachagua basically told Kenyans that the state is so inept, so corrupt, and so clueless that it couldn't even buy a proper rope to hang him.",Mon Oct 07 19:40:03 +0000 2024,3688,10488
774,Citizen TV Kenya,"DP Rigathi Gachagua: For the record, President William Ruto has never complained to me that I have undermined him. If he has told that to Mutuse, I would like to know https://t.co/waQA32pVvv",Mon Oct 07 18:30:58 +0000 2024,103,620
775,Lupellah Johnson,"Before you say kimani ichungwah na Oscar sudi wanamuonea dp Rigathi Gachagua watch this video 
Rigathi Gachagua wanted Ruto to resign during Gen z protests ndo akuwe president 😂halafu mnadhani Raila ndo alitake advantage of Gen z protests 😏#RiggyGImpeached https://t.co/PtdgSXcZGI",Tue Oct 01 15:58:10 +0000 2024,58,72
776,"Cyprian, Is Nyakundi","Tiaty MP William Kamket states that Deputy President Rigathi Gachagua should first offer an apology before beginning his defence in the impeachment motion for having previously referred to Parliament as a ""theater of the absurd"". https://t.co/fy7lZoo01n",Tue Oct 08 14:20:57 +0000 2024,47,305
777,Omwamba 🇰🇪,Deputy President Rigathi Gachagua is sometimes a lonely man. His mother died and some of his brothers died. Hence I decided to go to Meru and buy land and be close to some of my Relatives. https://t.co/m9hl9elfqG,Mon Oct 07 16:54:48 +0000 2024,46,433
778,Bianca™,"Governor Johnson Sakaja was popularly elected by the People of Nairobi City who come from all corners of Kenya. 

It's unfortunate for DP Rigathi Gachagua to undermine the Governor by saying he is the Guarantor of the Kikuyu Community. 

#RigathiCrocodileTears PO BOX Mathira ✅ https://t.co/os753BQ6Pl",Mon Oct 07 06:42:01 +0000 2024,87,235
779,Mambo Mseto X,"Rigathi Gachagua on alleged undermining of the National Intelligence Service by calling out NIS Director General Noordin Haji over incompetence 
https://t.co/se6FSglxkH",Wed Oct 09 04:07:14 +0000 2024,26,28
780,KOT DON-CHAPO™🇲🇽,"BREAKING NEWS:
Rigathi Gachagua; ""sometimes Rigathi Gachagua is a LONELY man, both father &amp; mother dead, elder brother dead of cancer,
Younger two brothers succumbed to death because of alcohol...""

I can't talk about the sister(s). It's PATHETIC mahn!!!

Pulling a sympathy card",Mon Oct 07 17:03:48 +0000 2024,2,48
781,Citizen TV Kenya,All set at Deputy President Rigathi Gachagua's residence ahead of his much-awaited address to the nation at 7pm https://t.co/23he0yvSH5,Mon Oct 07 15:21:02 +0000 2024,388,2015
782,Omwamba 🇰🇪,"List of some of the Members of Parliament who did not append their signatures in support of the Impeachment notice of Deputy President Rigathi Gachagua :
1. Babu Owino - Embakasi East 
2. Ndindi Nyoro - Kiharu 
3. Gathoni Wamuchomba - Githunguri 
4. Makali Mulu - Kitui Central https://t.co/7ouf87SGAt",Wed Oct 02 10:13:09 +0000 2024,59,357
783,Matrix,Rigathi Gachagua:  I want MPs to focus on corruption scandals like the Adani scandal.😂😂😂,Mon Oct 07 18:34:46 +0000 2024,28,242
784,Omwamba 🇰🇪,Mathira Residents held prayers at Karatina Market in Nyeri county Tuesday to seek divine intervention over Deputy President Rigathi Gachagua’s impeachment Hearing in the National Assembly. https://t.co/LWZRP9tmBq,Tue Oct 08 14:32:02 +0000 2024,28,319
785,"Cyprian, Is Nyakundi","Family of activist Morara Kebaso condemns attack on him during a public participation exercise regarding the impeachment of Deputy President Rigathi Gachagua at the Bomas of Kenya on Friday.

They have urged the government to investigate the incident, arrest the assailants and https://t.co/Zrexdje6PX",Sun Oct 06 17:21:42 +0000 2024,997,3139
786,Kenyans.co.ke,"Then vs Now: William Ruto, as Deputy President, apologising to President Uhuru Kenyatta vs DP Rigathi Gachagua apologising to President William Ruto https://t.co/SQJMdEK0Qa",Sun Oct 06 12:48:23 +0000 2024,192,781
787,Citizen TV Kenya,"41pc of Kenyans support the impeachment of DP Rigathi Gachagua, 38pc oppose the move while 21pc are unsure, TIFA poll shows https://t.co/IRD6byBxMo",Mon Oct 07 11:47:05 +0000 2024,23,222
788,Sholla Ard 🇰🇪,Are kenyans aware that a Mt Kenya leader has exposed what William ruto and his cronies are doing? 🚨Adani has been mentioned. The attack on Dp Rigathi Gachagua will be costly .Ndindi Nyoro https://t.co/pMKA7Qdo05,Tue Oct 01 13:37:35 +0000 2024,273,579
789,Pastor Ezekiel,"If you are neutral in situations of injustice, you have chosen the side of the oppressor. If an elephant has its foot on the tail of a mouse, and you say that you are neutral, the mouse will not appreciate your neutrality
~Desmond Tutu. Riggy G Rigathi gachagua ndindi nyoro https://t.co/zTj1nukxpc",Wed Oct 09 03:32:42 +0000 2024,1,19
790,Citizen TV Kenya,"DP Rigathi Gachagua: Unnecessary and expensive renovation at the official residence in Karen and in Mombasa, how Mutuse knew this is unnecessary I don’t know, he has never been here. This place was in a very high state of disrepair, it took me 7 months to move in. Parliament in https://t.co/XA45WOig8Y",Mon Oct 07 18:18:27 +0000 2024,24,188
791,Jojes Mailuthason,A decision has been made that Gachagua is no longer useful to this administration. My role was to help fight Uhuru Kenyatta and bring Ruto to power - Rigathi Gachagua https://t.co/ytQdfiOlh7,Mon Oct 07 17:30:10 +0000 2024,0,9
792,Omwamba 🇰🇪,"Emotional Deputy President Rigathi Gachagua asks President William Ruto For Forgiveness.
Do you think President William Ruto should Forgive DP Rigathi Gachagua? https://t.co/APkiZow64Q",Sun Oct 06 09:22:03 +0000 2024,79,837
793,Kenyans.co.ke,A decision has been made that Gachagua is no longer useful to this administration. My role was to help fight Uhuru Kenyatta and bring Ruto to power - Rigathi Gachagua https://t.co/rL0HOCkkIn,Mon Oct 07 17:03:50 +0000 2024,407,2590
794,"H.E. Rigathi Gachagua, EGH","I have learnt with utmost sadness the passing on of Lay Canon Rhoda Namaemba, the mother of Bungoma Governor Ken Lusaka. 

In several interactions during my visit to her, Mama Namaemba was warm, welcoming, full of wisdom and inspiring in word and action. https://t.co/YfynYQJGnr",Sun Oct 06 15:14:51 +0000 2024,81,1017
795,kibe,"After Rigathi gachagua has been sacrificed , Kalenjin community is going to suffer for the sake of LUO Nyanza which  has very WISE members of Parliament. They will push for goodies to their constituencies and their region at large. Kalenjins mpigs like @KoechNelsonK",Wed Oct 09 01:30:36 +0000 2024,3,3
796,Kijana Ya Atwoli ( parody ),Do you think Rigathi Gachagua should pack and go or stay and work ? https://t.co/FGa9mL5WpO,Mon Oct 07 17:10:16 +0000 2024,56,284
797,K24 TV,"Gachagua ouster

Kasmuel McOure: An indictment of the Deputy President seems as though we are giving President Ruto a chance to punish anyone he wants. If we cannot impeach both, I am still happy to get Rigathi Gachagua alone.
#NewDawn https://t.co/zFIeLw3pYD",Fri Oct 04 05:31:02 +0000 2024,76,526
798,The People's Watchman,"DP Rigathi Gachagua made Duale to tweet proverbs at night.

Mutuse regretting why he was used by President William Ruto.

Much respect to truthfulmen https://t.co/GM7kcP0nTA",Tue Oct 08 03:13:26 +0000 2024,142,299
799,Aden Shariff,"Sasa Rigathi Gachagua ameenda nyumbani, shida zote za kenya zimeisha immediately, Very useless parliament.",Wed Oct 09 03:33:55 +0000 2024,1,6
800,Evan M,"This is going to be passed but you guys haven't been invited to participate due to austerity measures. Anyway just focus on Rigathi Gachagua's impeachment for now!

President William Ruto Abdul Diddy Kasmuel McOure Likoni Ferry Gachietha https://t.co/a3Vk1fTOe6",Mon Oct 07 09:37:57 +0000 2024,24,21
801,Maina Kiromo,"Don't tell me you called a Press Conference at night to defend declare your properties Mr. Rigathi Gachagua.

Hii peleka Kortini. What nonsense is this when everyone just expects a resignation speech",Mon Oct 07 16:38:15 +0000 2024,3,43
802,OTWOMA THE BRAND🇰🇪,"Sabina Chege promised Rigathi Gachagua that she would not support the motion for his impeachment, only to discover that her name is among the 291 MPs. In politics, betrayal is always a constant. https://t.co/Oq1DUJ12Dn",Wed Oct 02 10:21:09 +0000 2024,51,345
803,Omwamba 🇰🇪,National Assembly Speaker Moses Wetangula tells MPs they cannot withdraw their signatures from the special motion seeking to impeach Deputy President Rigathi Gachagua https://t.co/blgB3pzFVW,Tue Oct 08 09:42:50 +0000 2024,177,1554
804,Owira Mogo,"The Deputy President Rigathi Gachagua saying that the economy was only good during the late President Kibaki's regime, is the Statehouse watching? 😂

Kwani Riggy G amefunga virago?

#ImpeachBoth
#ImpeachRutoAndGachagua 
#ImpeachBothKufaDerevaKufaMakanga https://t.co/MJvm880xXz",Mon Oct 07 16:55:41 +0000 2024,5,24
805,Mambo Mseto X,"""Some Kalenjin MPs have been insulting me. There will be consequences if they impeach me""

See top highlights from Rigathi Gachagua's latest interview ahead of his impeachment. 

What do you make of his predicament?

Watch thread👇👇 https://t.co/d56NZVEKDS",Tue Oct 01 04:21:17 +0000 2024,92,261
806,Omwamba 🇰🇪,Describe Deputy President Rigathi Gachagua Using Two Words https://t.co/QKGL19QVYf,Mon Oct 07 17:52:43 +0000 2024,77,740
807,Jojos,"Dorcas Gachagua - Owns foundations
Children - Own dormant companies
Late brother - Owned properties
Wakale friends - Gifted cows 

Rigathi Gachagua?😎 https://t.co/OQsZfQgn4K",Tue Oct 08 06:20:17 +0000 2024,116,160
808,KTN News,"DP Rigathi Gachagua: Mimi ni mnyonge na sina ushawishi mkubwa na nipo mikononi mwa wabunge na maseneta. Watakavyoamua mimi na watu wangu tutakubali. Ni ombi langu kama imeonekana na wabunge lazima nifukuzwe, wabunge wa Kalenjin wakae kando kwa sababu tulimshika mtoto wao, https://t.co/6qmjYDiBOb",Mon Sep 30 17:09:20 +0000 2024,22,146
809,NTV Kenya,"Gachagua impeachment public participation exercise in Nakuru disrupted as chants of ""no Rigathi no Ruto"" fill the air https://t.co/gqGLsSg1mk",Fri Oct 04 12:09:03 +0000 2024,991,3503
810,Bianca™,"DP Rigathi Gachagua's apology is not even close to genuine!

An apology must be accompanied by admission of the mistakes you made!
 
For example, it's said that he grabbed Dennis Itumbi by the collar and threatened him of bad things.

To apologise, he should first admit that, as https://t.co/1nDnIZeoYo",Sun Oct 06 15:27:26 +0000 2024,27,184
811,Akisa Limited,Timothy Kipchumba is the only Kalenjin MP who voted NO against the impeachment of the Deputy President Rigathi Gachagua. Do you know why he looks like he has brains? https://t.co/scHWkMbYzw,Tue Oct 08 23:09:18 +0000 2024,0,1
812,Boniface Mwangi - Commentary,"BREAKING NEWS 
After impeaching Rigathi Gachagua (Riggy G); President William Ruto plans to extend presidential term from 5 to 7 years. Only the Senate can save us.
RETWEET WIDELY if you Don't Support this Dictatorship! https://t.co/xFl2HjWj8y",Wed Oct 09 03:42:09 +0000 2024,200,297
813,Nelson Havi,"Ideally, DP Rigathi Gachagua is asserting that if he must be impeached, President William Ruto should also be impeached on the same grounds. That designates National Assembly Speaker, Moses Wetangula as President for 60 days. That is why the President must dissolve Parliament.",Tue Oct 08 15:27:19 +0000 2024,1945,5947
814,KBC Channel1 News,"Kipipiri MP Hon. Wanjiku Muhia has called on her colleagues from Nyandarua to join her in rejecting Deputy President Rigathi Gachagua's ouster.

#KBCniYetu ^JM https://t.co/8H0FmEc5GA",Fri Oct 04 17:14:49 +0000 2024,66,375
815,Prime Media News 😍😍,Mumias East Member of Parliament Peter Salasya Votes NO to Impeach DP Rigathi Gachagua! https://t.co/LeU8Jg0xOr,Wed Oct 09 01:59:45 +0000 2024,2,2
816,Yoko,"Right now Rachel Ruto is praying for the downfall of Rigathi Gachagua, while Dorcas Gachagua is praying for her husband not to be impeached. 

Ogopa religion https://t.co/F53lQVve5n",Mon Oct 07 09:40:43 +0000 2024,53,170
817,Omwamba 🇰🇪,DP Rigathi Gachagua ally Nyeri Governor Mutahi Kahiga Elected as the new Deputy Chairperson of the Council of Governors (COG) https://t.co/PJ6bPBoJOW,Mon Oct 07 10:44:14 +0000 2024,168,1573
818,Omwamba 🇰🇪,Look at how Dennis Wanjala From Embakasi East Clashed With Ruaraka MP T.J Kajwang' During Rigathi Gachagua’s Impeachment Public Participation at the Bomas of Kenya 😂 https://t.co/NrmiIMsQ13,Fri Oct 04 10:22:47 +0000 2024,1253,4637
